,SiteName,app,date,device_id,fmt_opt,gps_alt,gps_fix,gps_lat,gps_lon,gps_num,s_0,s_1,s_2,s_3,s_d0,s_d1,s_d2,s_h0,s_t0,tick,time,timestamp,ver_app,ver_format
10,74DA38B051F4,AirBox,2018-12-07,74DA38B051F4,1,2.0,1.0,25.034,121.525,9.0,802.0,100.0,1.0,0.0,0.0,0.0,0.0,62.0,27.87,1544212961.0,20:02:41,2018-12-07T20:02:41Z,0.35.2,3
11,74DA38AF47B0,AirBox,2018-12-07,74DA38AF47B0,1,2.0,1.0,23.464,120.417,9.0,2218.0,100.0,1.0,0.0,4.0,5.0,3.0,64.0,30.0,1544215073.0,20:37:53,2018-12-07T20:37:53Z,0.35.2,3
12,屏東縣縣立信義國小,AirBox,2018-12-07,74DA38F20AA4,1,2.0,1.0,22.685,120.492,9.0,1581.0,100.0,1.0,0.0,28.0,32.0,19.0,66.0,27.12,1544213657.0,20:14:17,2018-12-07T20:14:17Z,1.0.7,3
13,74DA38E2B586,AirBox,2018-12-07,74DA38E2B586,1,2.0,1.0,25.034,121.534,9.0,946.0,100.0,1.0,0.0,0.0,0.0,0.0,61.0,25.75,1544214423.0,20:27:03,2018-12-07T20:27:03Z,0.35.2,3
14,苗栗縣縣立中和國小,AirBox,2018-12-07,74DA38F20AA0,1,2.0,1.0,24.588,120.735,9.0,615.0,100.0,1.0,0.0,3.0,5.0,1.0,78.0,20.37,1544215515.0,20:45:15,2018-12-07T20:45:15Z,1.0.7,3
15,74DA38B051FA,AirBox,2018-12-07,74DA38B051FA,1,2.0,1.0,23.594,120.457,9.0,724.0,100.0,1.0,0.0,9.0,11.0,8.0,70.0,26.5,1544214765.0,20:32:45,2018-12-07T20:32:45Z,0.35.2,3
16,74DA38E2B58C,AirBox,2018-12-07,74DA38E2B58C,1,2.0,1.0,24.087,120.669,9.0,816.0,100.0,1.0,0.0,0.0,0.0,0.0,58.0,28.5,1544212941.0,20:02:21,2018-12-07T20:02:21Z,0.35.2,3
17,台東縣縣立萬安國小,AirBox,2018-12-07,74DA38F20AAE,1,2.0,1.0,23.095,121.218,9.0,1575.0,100.0,1.0,0.0,0.0,0.0,0.0,78.0,22.62,1544214440.0,20:27:20,2018-12-07T20:27:20Z,1.0.7,3
18,屏東縣縣立北葉國小,AirBox,2018-12-07,74DA38F211FA,1,2.0,1.0,22.706,120.646,9.0,1534.0,100.0,1.0,0.0,29.0,31.0,19.0,82.0,24.12,1544216137.0,20:55:37,2018-12-07T20:55:37Z,1.0.7,3
19,苗栗縣縣立南庄國小,AirBox,2018-12-07,74DA38F20AAA,1,2.0,1.0,24.6,120.999,9.0,618.0,100.0,1.0,0.0,0.0,0.0,0.0,73.0,21.5,1544215691.0,20:48:11,2018-12-07T20:48:11Z,1.0.7,3
20,74DA38C7D1D8,AirBox,2018-12-07,74DA38C7D1D8,1,2.0,1.0,25.0,121.162,9.0,2612.0,100.0,1.0,0.0,2.0,2.0,1.0,100.0,21.5,1544213788.0,20:16:28,2018-12-07T20:16:28Z,0.35.2,3
21,74DA38C7D1D6,AirBox,2018-12-07,74DA38C7D1D6,1,2.0,1.0,22.46,120.446,9.0,1505.0,100.0,1.0,0.0,21.0,22.0,16.0,68.0,30.25,1544216376.0,20:59:36,2018-12-07T20:59:36Z,0.35.2,3
22,苗栗縣縣立士林國小,AirBox,2018-12-07,74DA38F20B8C,1,2.0,1.0,24.347,120.93,9.0,616.0,100.0,1.0,0.0,5.0,5.0,3.0,79.0,21.5,1544215004.0,20:36:44,2018-12-07T20:36:44Z,1.0.7,3
23,74DA38B05144,AirBox,2018-12-07,74DA38B05144,1,2.0,1.0,23.974,121.611,9.0,445.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.0,1544214034.0,20:20:34,2018-12-07T20:20:34Z,0.35.2,3
24,74DA38F20B8A,AirBox,2018-12-07,74DA38F20B8A,1,2.0,1.0,22.882,120.492,9.0,116.0,100.0,1.0,0.0,10.0,11.0,7.0,59.0,27.62,1544216107.0,20:55:07,2018-12-07T20:55:07Z,1.0.7,3
25,74DA38F20A34,AirBox,2018-12-07,74DA38F20A34,1,2.0,1.0,22.906,120.222,9.0,82.0,100.0,1.0,0.0,17.0,18.0,11.0,68.0,23.75,1544214449.0,20:27:29,2018-12-07T20:27:29Z,1.0.7,3
26,苗栗縣縣立蓬萊國小,AirBox,2018-12-07,74DA38F20A36,1,2.0,1.0,24.543,120.97,9.0,233.0,100.0,1.0,0.0,1.0,1.0,0.0,91.0,17.12,1544215753.0,20:49:13,2018-12-07T20:49:13Z,1.0.7,3
27,74DA38B05388,AirBox,2018-12-07,74DA38B05388,1,2.0,1.0,24.903,120.987,9.0,225.0,100.0,1.0,0.0,2.0,3.0,1.0,100.0,19.37,1544215877.0,20:51:17,2018-12-07T20:51:17Z,0.35.2,3
28,74DA38C7D222,AirBox,2018-12-07,74DA38C7D222,1,2.0,1.0,3.047,101.527,9.0,863.0,100.0,1.0,0.0,31.0,34.0,23.0,84.0,30.5,1544214953.0,20:35:53,2018-12-07T20:35:53Z,0.35.2,3
29,嘉義縣嘉新國民中學,AirBox,2018-12-07,74DA38C7D220,1,2.0,1.0,23.5,120.378,9.0,10717.0,100.0,1.0,0.0,19.0,21.0,13.0,78.0,23.37,1544215866.0,20:51:06,2018-12-07T20:51:06Z,0.35.2,3
30,74DA38B05382,AirBox,2018-12-07,74DA38B05382,1,2.0,1.0,25.129,121.72,9.0,20506.0,100.0,1.0,0.0,1.0,2.0,1.0,96.0,21.37,1544214671.0,20:31:11,2018-12-07T20:31:11Z,0.35.2,3
31,74DA38C7D224,AirBox,2018-12-07,74DA38C7D224,1,2.0,1.0,3.201,101.557,9.0,2026.0,100.0,1.0,0.0,13.0,14.0,11.0,93.0,29.0,1544213751.0,20:15:51,2018-12-07T20:15:51Z,0.35.2,3
32,74DA38AF4798,AirBox,2018-12-07,74DA38AF4798,1,2.0,1.0,25.115,121.519,9.0,128.0,100.0,1.0,0.0,0.0,0.0,0.0,90.0,23.0,1544216319.0,20:58:39,2018-12-07T20:58:39Z,0.35.2,3
33,嘉義縣立來吉國小,AirBox,2018-12-07,74DA38E2B660,1,2.0,1.0,23.529,120.739,9.0,144.0,100.0,1.0,0.0,12.0,12.0,8.0,83.0,22.75,1544216220.0,20:57:00,2018-12-07T20:57:00Z,0.35.2,3
34,74DA38C7D150,AirBox,2018-12-07,74DA38C7D150,1,2.0,1.0,24.974,121.251,9.0,649.0,100.0,1.0,0.0,1.0,2.0,1.0,100.0,21.0,1544215652.0,20:47:32,2018-12-07T20:47:32Z,0.35.2,3
35,74DA38AF4792,AirBox,2018-12-07,74DA38AF4792,1,2.0,1.0,22.665,120.325,9.0,1871.0,100.0,1.0,0.0,14.0,16.0,11.0,100.0,23.12,1544216344.0,20:59:04,2018-12-07T20:59:04Z,0.35.2,3
36,74DA38EBF5A4,AirBox,2018-12-07,74DA38EBF5A4,1,2.0,1.0,23.709,120.436,9.0,287.0,100.0,1.0,0.0,14.0,14.0,11.0,79.0,23.87,1544213666.0,20:14:26,2018-12-07T20:14:26Z,1.0.7,3
37,金門縣立上岐國小,AirBox,2018-12-07,74DA38C7D17E,1,2.0,1.0,24.415,118.228,9.0,1154.0,100.0,1.0,0.0,9.0,9.0,6.0,87.0,18.37,1544214594.0,20:29:54,2018-12-07T20:29:54Z,0.35.2,3
38,74DA38C7D596,AirBox,2018-12-07,74DA38C7D596,1,2.0,1.0,22.993,120.157,9.0,2922.0,100.0,1.0,0.0,14.0,15.0,11.0,100.0,22.25,1544216242.0,20:57:22,2018-12-07T20:57:22Z,0.35.2,3
39,74DA38C7D356,AirBox,2018-12-07,74DA38C7D356,1,2.0,1.0,24.902,121.266,9.0,428.0,100.0,1.0,0.0,1.0,1.0,0.0,100.0,20.37,1544216025.0,20:53:45,2018-12-07T20:53:45Z,1.0.7,3
40,74DA38C7D350,AirBox,2018-12-07,74DA38C7D350,1,2.0,1.0,24.956,121.315,9.0,206.0,100.0,1.0,0.0,0.0,1.0,0.0,82.0,22.0,1544216079.0,20:54:39,2018-12-07T20:54:39Z,0.35.2,3
41,新竹市立虎林國中,AirBox,2018-12-07,74DA38C7D57C,1,2.0,1.0,24.807,120.941,9.0,1.0,100.0,1.0,0.0,1.0,2.0,0.0,100.0,21.25,1544214706.0,20:31:46,2018-12-07T20:31:46Z,0.35.2,3
42,74DA38F210B4,AirBox,2018-12-07,74DA38F210B4,1,2.0,1.0,22.791,120.293,9.0,112.0,100.0,1.0,0.0,23.0,25.0,14.0,65.0,25.0,1544216145.0,20:55:45,2018-12-07T20:55:45Z,1.0.7,3
43,74DA38F210B6,AirBox,2018-12-07,74DA38F210B6,1,2.0,1.0,23.009,120.514,9.0,1206.0,100.0,1.0,0.0,16.0,17.0,12.0,67.0,29.0,1544215341.0,20:42:21,2018-12-07T20:42:21Z,1.0.7,3
44,74DA38C7D578,AirBox,2018-12-07,74DA38C7D578,1,2.0,1.0,2.996,101.79,9.0,1061.0,100.0,1.0,0.0,11.0,12.0,8.0,92.0,29.12,1544215080.0,20:38:00,2018-12-07T20:38:00Z,0.35.2,3
45,雲林縣立莿桐國中,AirBox,2018-12-07,74DA38C7D576,1,2.0,1.0,23.749,120.507,9.0,1987.0,100.0,1.0,0.0,13.0,15.0,11.0,78.0,23.87,1544216045.0,20:54:05,2018-12-07T20:54:05Z,0.35.2,3
46,74DA38F210B8,AirBox,2018-12-07,74DA38F210B8,1,2.0,1.0,22.956,120.493,9.0,122.0,100.0,1.0,0.0,21.0,21.0,14.0,78.0,22.5,1544216245.0,20:57:25,2018-12-07T20:57:25Z,1.0.7,3
47,74DA38ED0758,AirBox,2018-12-07,74DA38ED0758,1,2.0,1.0,7.418,3.934,9.0,71.0,100.0,1.0,0.0,127.0,152.0,71.0,44.0,31.25,1544215929.0,20:52:09,2018-12-07T20:52:09Z,1.0.7,3
48,台東縣利吉分校,AirBox,2018-12-07,74DA38F20874,1,2.0,1.0,22.751,121.141,9.0,565.0,100.0,1.0,0.0,73.0,78.0,61.0,55.0,29.5,1544215283.0,20:41:23,2018-12-07T20:41:23Z,1.0.7,3
49,宜蘭縣縣立大進國小,AirBox,2018-12-07,74DA38F20876,1,2.0,1.0,0.0,0.0,9.0,258.0,100.0,1.0,0.0,0.0,0.0,0.0,90.0,21.25,1544215358.0,20:42:38,2018-12-07T20:42:38Z,1.0.7,3
50,74DA38EBF65C,AirBox,2018-12-07,74DA38EBF65C,1,2.0,1.0,24.414,118.284,9.0,20063.0,100.0,1.0,0.0,8.0,8.0,5.0,96.0,17.37,1544212812.0,20:00:12,2018-12-07T20:00:12Z,1.0.7,3
51,74DA38EBF5AE,AirBox,2018-12-07,74DA38EBF5AE,1,2.0,1.0,24.195,120.686,9.0,4418.0,100.0,1.0,0.0,0.0,0.0,0.0,58.0,29.37,1544214051.0,20:20:51,2018-12-07T20:20:51Z,1.0.7,3
52,74DA38EBF65A,AirBox,2018-12-07,74DA38EBF65A,1,2.0,1.0,24.265,120.574,9.0,4335.0,100.0,1.0,0.0,4.0,5.0,4.0,60.0,27.12,1544214615.0,20:30:15,2018-12-07T20:30:15Z,1.0.7,3
53,74DA38E69BC0,AirBox,2018-12-07,74DA38E69BC0,1,2.0,1.0,22.674,120.308,9.0,5268.0,100.0,1.0,0.0,10.0,10.0,8.0,56.0,29.87,1544215492.0,20:44:52,2018-12-07T20:44:52Z,0.35.2,3
54,74DA38EBF908,AirBox,2018-12-07,74DA38EBF908,1,2.0,1.0,22.626,120.266,9.0,2662.0,100.0,1.0,0.0,15.0,15.0,10.0,56.0,29.12,1544215569.0,20:46:09,2018-12-07T20:46:09Z,1.0.7,3
55,74DA38EBF902,AirBox,2018-12-07,74DA38EBF902,1,2.0,1.0,23.477,120.454,9.0,4347.0,100.0,1.0,0.0,11.0,12.0,9.0,65.0,26.37,1544215522.0,20:45:22,2018-12-07T20:45:22Z,1.0.7,3
56,74DA38EBF906,AirBox,2018-12-07,74DA38EBF906,1,2.0,1.0,23.715,120.558,9.0,801.0,100.0,1.0,0.0,9.0,9.0,7.0,63.0,25.12,1544213435.0,20:10:35,2018-12-07T20:10:35Z,1.0.7,3
57,74DA38EBF904,AirBox,2018-12-07,74DA38EBF904,1,2.0,1.0,24.774,121.044,9.0,4396.0,100.0,1.0,0.0,0.0,0.0,0.0,58.0,26.25,1544214984.0,20:36:24,2018-12-07T20:36:24Z,1.0.7,3
58,74DA388FF4CA,AirBox,2018-12-07,74DA388FF4CA,1,2.0,1.0,25.018,121.536,9.0,3115.0,100.0,1.0,0.0,1.0,0.0,0.0,89.0,21.12,1544216185.0,20:56:25,2018-12-07T20:56:25Z,0.34.8,3
59,74DA38EBF83E,AirBox,2018-12-07,74DA38EBF83E,1,2.0,1.0,22.66,120.323,9.0,731.0,100.0,1.0,0.0,22.0,22.0,15.0,70.0,25.25,1544216082.0,20:54:42,2018-12-07T20:54:42Z,1.0.7,3
60,74DA38EBF83C,AirBox,2018-12-07,74DA38EBF83C,1,2.0,1.0,25.029,121.501,9.0,4406.0,100.0,1.0,0.0,2.0,2.0,1.0,77.0,22.0,1544215391.0,20:43:11,2018-12-07T20:43:11Z,1.0.7,3
61,28C2DDDD47DB,AirBox,2018-12-07,28C2DDDD47DB,1,2.0,1.0,25.002,121.55,9.0,50.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,21.12,1544215092.0,20:38:12,2018-12-07T20:38:12Z,1.0,3
62,74DA38E2B4FA,AirBox,2018-12-07,74DA38E2B4FA,1,2.0,1.0,24.148,120.611,9.0,1074.0,100.0,1.0,0.0,4.0,4.0,3.0,61.0,29.25,1544216045.0,20:54:05,2018-12-07T20:54:05Z,0.35.2,3
63,74DA38B051F0,AirBox,2018-12-07,74DA38B051F0,1,2.0,1.0,23.796,120.223,9.0,1163.0,100.0,1.0,0.0,5.0,5.0,3.0,100.0,22.5,1544215376.0,20:42:56,2018-12-07T20:42:56Z,0.35.2,3
64,宜蘭縣縣立壯圍國小,AirBox,2018-12-07,74DA38F20900,1,2.0,1.0,24.743,121.79,9.0,4407.0,100.0,1.0,0.0,0.0,0.0,0.0,81.0,22.25,1544216005.0,20:53:25,2018-12-07T20:53:25Z,1.0.7,3
65,74DA38E2B4FE,AirBox,2018-12-07,74DA38E2B4FE,1,2.0,1.0,23.95,120.916,9.0,1774.0,100.0,1.0,0.0,33.0,37.0,23.0,100.0,21.0,1544214204.0,20:23:24,2018-12-07T20:23:24Z,0.35.2,3
66,屏東縣縣立獅子國中,AirBox,2018-12-07,74DA38F20902,1,2.0,1.0,22.204,120.7,9.0,155.0,100.0,1.0,0.0,0.0,0.0,0.0,62.0,26.75,1544216370.0,20:59:30,2018-12-07T20:59:30Z,1.0.7,3
67,74DA38C7CF34,AirBox,2018-12-07,74DA38C7CF34,1,2.0,1.0,24.912,121.159,9.0,2703.0,100.0,1.0,0.0,3.0,3.0,2.0,75.0,22.12,1544216275.0,20:57:55,2018-12-07T20:57:55Z,0.35.2,3
68,74DA38C7CF36,AirBox,2018-12-07,74DA38C7CF36,1,2.0,1.0,23.918,120.885,9.0,44.0,100.0,1.0,0.0,25.0,27.0,19.0,87.0,22.5,1544215771.0,20:49:31,2018-12-07T20:49:31Z,0.35.2,3
69,74DA38B050B6,AirBox,2018-12-07,74DA38B050B6,1,2.0,1.0,22.995,120.163,9.0,4016.0,100.0,1.0,0.0,17.0,18.0,12.0,100.0,21.75,1544214981.0,20:36:21,2018-12-07T20:36:21Z,0.35.2,3
70,74DA3895C44A,AirBox,2018-12-07,74DA3895C44A,1,2.0,1.0,24.309,120.712,9.0,821.0,100.0,1.0,0.0,8.0,8.0,7.0,100.0,19.25,1544216346.0,20:59:06,2018-12-07T20:59:06Z,0.35.0,3
71,屏東縣縣立東港高中附設國中,AirBox,2018-12-07,74DA38F2090E,1,2.0,1.0,22.465,120.455,9.0,1958.0,100.0,1.0,0.0,25.0,26.0,16.0,65.0,27.62,1544215671.0,20:47:51,2018-12-07T20:47:51Z,1.0.7,3
72,74DA38E2B4F4,AirBox,2018-12-07,74DA38E2B4F4,1,2.0,1.0,25.058,121.469,9.0,2902.0,100.0,1.0,0.0,0.0,0.0,0.0,61.0,26.12,1544215330.0,20:42:10,2018-12-07T20:42:10Z,0.35.2,3
73,屏東縣縣立萬新國中,AirBox,2018-12-07,74DA38F2090A,1,2.0,1.0,22.562,120.492,9.0,1612.0,100.0,1.0,0.0,26.0,26.0,17.0,76.0,24.75,1544214917.0,20:35:17,2018-12-07T20:35:17Z,1.0.7,3
74,74DA38E2B4F8,AirBox,2018-12-07,74DA38E2B4F8,1,2.0,1.0,22.999,120.253,9.0,1259.0,100.0,1.0,0.0,17.0,18.0,12.0,76.0,22.0,1544216390.0,20:59:50,2018-12-07T20:59:50Z,0.35.2,3
75,74DA38B050BA,AirBox,2018-12-07,74DA38B050BA,1,2.0,1.0,22.991,120.223,9.0,7595.0,100.0,1.0,0.0,20.0,22.0,17.0,100.0,22.25,1544216215.0,20:56:55,2018-12-07T20:56:55Z,0.35.2,3
76,74DA38C7CF3C,AirBox,2018-12-07,74DA38C7CF3C,1,2.0,1.0,22.623,120.318,9.0,1310.0,100.0,1.0,0.0,13.0,14.0,11.0,78.0,25.25,1544215862.0,20:51:02,2018-12-07T20:51:02Z,0.35.2,3
77,74DA38EBF838,AirBox,2018-12-07,74DA38EBF838,1,2.0,1.0,25.012,121.542,9.0,339.0,100.0,1.0,0.0,4.0,4.0,3.0,82.0,22.62,1544214857.0,20:34:17,2018-12-07T20:34:17Z,1.0.7,3
78,屏東縣縣立青葉國小,AirBox,2018-12-07,74DA38F211F6,1,2.0,1.0,22.838,120.639,9.0,850.0,100.0,1.0,0.0,31.0,34.0,21.0,85.0,22.62,1544215913.0,20:51:53,2018-12-07T20:51:53Z,1.0.7,3
79,74DA38AF48C8,AirBox,2018-12-07,74DA38AF48C8,1,2.0,1.0,24.993,121.303,9.0,358.0,100.0,1.0,0.0,0.0,0.0,0.0,61.0,28.5,1544215951.0,20:52:31,2018-12-07T20:52:31Z,0.35.2,3
80,74DA3895C2F2,AirBox,2018-12-07,74DA3895C2F2,1,2.0,1.0,24.299,120.577,9.0,89.0,100.0,1.0,0.0,6.0,7.0,4.0,100.0,21.37,1544214626.0,20:30:26,2018-12-07T20:30:26Z,0.35.2,3
81,74DA3895C2F0,AirBox,2018-12-07,74DA3895C2F0,1,2.0,1.0,24.786,120.997,9.0,967.0,100.0,1.0,0.0,0.0,0.0,0.0,95.0,21.87,1544213963.0,20:19:23,2018-12-07T20:19:23Z,0.35.0,3
82,74DA38AF48C2,AirBox,2018-12-07,74DA38AF48C2,1,2.0,1.0,24.023,120.491,9.0,506.0,100.0,1.0,0.0,5.0,5.0,4.0,100.0,22.25,1544215721.0,20:48:41,2018-12-07T20:48:41Z,0.35.2,3
83,74DA38EBF90C,AirBox,2018-12-07,74DA38EBF90C,1,2.0,1.0,23.118,120.306,9.0,4331.0,100.0,1.0,0.0,21.0,22.0,13.0,87.0,21.37,1544214769.0,20:32:49,2018-12-07T20:32:49Z,1.0.7,3
84,74DA38EBF90A,AirBox,2018-12-07,74DA38EBF90A,1,2.0,1.0,24.185,120.616,9.0,1.0,100.0,1.0,0.0,5.0,5.0,4.0,67.0,24.62,1544214782.0,20:33:02,2018-12-07T20:33:02Z,1.0.7,3
85,74DA38E69E3E,AirBox,2018-12-07,74DA38E69E3E,1,2.0,1.0,23.498,120.379,9.0,1055.0,100.0,1.0,0.0,6.0,6.0,5.0,57.0,29.25,1544216006.0,20:53:26,2018-12-07T20:53:26Z,0.35.2,3
86,74DA38E69B4E,AirBox,2018-12-07,74DA38E69B4E,1,2.0,1.0,24.134,120.659,9.0,3594.0,100.0,1.0,0.0,2.0,3.0,2.0,57.0,31.12,1544216030.0,20:53:50,2018-12-07T20:53:50Z,0.35.2,3
87,taichung99,AirBox,2018-12-07,74DA3895C55A,1,2.0,1.0,24.308,120.704,9.0,10679.0,100.0,1.0,0.0,6.0,7.0,5.0,100.0,20.25,1544216195.0,20:56:35,2018-12-07T20:56:35Z,0.35.0,3
88,74DA38C7CEC8,AirBox,2018-12-07,74DA38C7CEC8,1,2.0,1.0,24.184,120.59,9.0,16760.0,100.0,1.0,0.0,6.0,6.0,5.0,100.0,19.75,1544214755.0,20:32:35,2018-12-07T20:32:35Z,0.35.2,3
89,74DA38C7CEC2,AirBox,2018-12-07,74DA38C7CEC2,1,2.0,1.0,23.54,120.48,9.0,1224.0,100.0,1.0,0.0,14.0,16.0,12.0,92.0,23.5,1544216294.0,20:58:14,2018-12-07T20:58:14Z,0.35.2,3
90,74DA38C7CEC0,AirBox,2018-12-07,74DA38C7CEC0,1,2.0,1.0,24.063,120.434,9.0,7855.0,100.0,1.0,0.0,3.0,4.0,3.0,68.0,26.25,1544215967.0,20:52:47,2018-12-07T20:52:47Z,0.35.2,3
91,74DA38F20D5A,AirBox,2018-12-07,74DA38F20D5A,1,2.0,1.0,25.062,121.451,9.0,116.0,100.0,1.0,0.0,10.0,10.0,7.0,55.0,29.75,1544216309.0,20:58:29,2018-12-07T20:58:29Z,1.0.7,3
92,74DA38AF47BA,AirBox,2018-12-07,74DA38AF47BA,1,2.0,1.0,25.015,121.546,9.0,4079.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,21.37,1544216363.0,20:59:23,2018-12-07T20:59:23Z,0.35.2,3
93,74DA38E69D00,AirBox,2018-12-07,74DA38E69D00,1,2.0,1.0,22.658,120.472,9.0,603.0,100.0,1.0,0.0,14.0,15.0,11.0,59.0,31.12,1544214492.0,20:28:12,2018-12-07T20:28:12Z,0.35.2,3
94,屏東縣縣立鹽洲國小,AirBox,2018-12-07,74DA38F20FDC,1,2.0,1.0,22.488,120.44,9.0,631.0,100.0,1.0,0.0,38.0,46.0,25.0,73.0,24.75,1544215938.0,20:52:18,2018-12-07T20:52:18Z,1.0.7,3
95,台東縣縣立瑞豐國小,AirBox,2018-12-07,74DA38F20AAC,1,2.0,1.0,22.978,121.137,9.0,2848.0,100.0,1.0,0.0,1.0,1.0,1.0,82.0,22.62,1544214013.0,20:20:13,2018-12-07T20:20:13Z,1.0.7,3
96,澎湖縣縣立後寮國小,AirBox,2018-12-07,74DA38F20FD4,1,2.0,1.0,23.662,119.569,9.0,8920.0,100.0,1.0,0.0,4.0,7.0,1.0,81.0,23.37,1544216074.0,20:54:34,2018-12-07T20:54:34Z,1.0.7,3
97,74DA38E69DB8,AirBox,2018-12-07,74DA38E69DB8,1,2.0,1.0,25.029,121.507,9.0,1130.0,100.0,1.0,0.0,0.0,0.0,0.0,65.0,23.87,1544215809.0,20:50:09,2018-12-07T20:50:09Z,0.35.2,3
98,台東縣縣立都蘭國小,AirBox,2018-12-07,74DA38F20D56,1,2.0,1.0,22.878,121.227,9.0,2899.0,100.0,1.0,0.0,0.0,0.0,0.0,69.0,25.12,1544214597.0,20:29:57,2018-12-07T20:29:57Z,1.0.7,3
99,屏東縣縣立楓港國小,AirBox,2018-12-07,74DA38F20D54,1,2.0,1.0,22.19,120.692,9.0,14.0,100.0,1.0,0.0,0.0,0.0,0.0,51.0,29.5,1544216241.0,20:57:21,2018-12-07T20:57:21Z,1.0.7,3
100,74DA38E69DB4,AirBox,2018-12-07,74DA38E69DB4,1,2.0,1.0,23.753,120.432,9.0,407.0,100.0,1.0,0.0,9.0,9.0,7.0,65.0,25.75,1544216208.0,20:56:48,2018-12-07T20:56:48Z,0.35.2,3
101,74DA38E2B4CC,AirBox,2018-12-07,74DA38E2B4CC,1,2.0,1.0,25.11,121.689,9.0,141.0,100.0,1.0,0.0,1.0,1.0,0.0,100.0,20.87,1544216106.0,20:55:06,2018-12-07T20:55:06Z,0.35.2,3
102,taichung137,AirBox,2018-12-07,74DA38C7CECA,1,2.0,1.0,24.16,120.664,9.0,1242.0,100.0,1.0,0.0,8.0,9.0,7.0,73.0,23.5,1544216356.0,20:59:16,2018-12-07T20:59:16Z,0.35.2,3
103,雲林縣立建陽國小,AirBox,2018-12-07,74DA38C7CECE,1,2.0,1.0,23.633,120.152,9.0,3749.0,100.0,1.0,0.0,6.0,9.0,4.0,86.0,23.5,1544216091.0,20:54:51,2018-12-07T20:54:51Z,0.35.2,3
104,74DA38E2B4CA,AirBox,2018-12-07,74DA38E2B4CA,1,2.0,1.0,23.493,120.424,9.0,11941.0,100.0,1.0,0.0,15.0,16.0,11.0,100.0,21.5,1544215985.0,20:53:05,2018-12-07T20:53:05Z,0.35.2,3
105,74DA38E69B40,AirBox,2018-12-07,74DA38E69B40,1,2.0,1.0,24.151,120.636,9.0,6095.0,100.0,1.0,0.0,4.0,5.0,4.0,68.0,23.87,1544214341.0,20:25:41,2018-12-07T20:25:41Z,0.35.2,3
