25
3
-1 -1 -1 -1 8 -1 -1 -1 -1
3
1 0 -1 2 0 -2 1 0 -1
3
-1 -2 -1 0 0 0 1 2 1
3
-1 0 1 -2 0 2 -1 0 1
5
1 4 6 4 1 4 16 24 16 4 6 24 36 24 6 4 16 24 16 4 1 4 6 4 1
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
1 2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15
